全国地方公共団体コード,ID,地方公共団体名,名称,名称_カナ,名称_英字,名称_通称,POIコード,町字ID,所在地_都道府県,所在地_市区町村,所在地_町字,所在地_番地以下,建物名等（方書）,緯度,経度,高度の種別,高度の値,電話番号,内線番号,連絡先メールアドレス,連絡先FormURL,連絡先備考（その他、SNSなど）,郵便番号,法人番号,団体名,利用可能曜日,開始時間,終了時間,利用可能時間特記事項,説明,車椅子可,車椅子貸出,ツエ貸出,多目的トイレ,スロープ、エレベータ、エスカレータ,点字ブロック等の移動支援,点字や読上による支援,盲導犬・介助犬・聴導犬同伴,字幕,筆談対応,優先駐車場,オストメイト対応トイレ,授乳室,おむつ替えコーナー,飲食可否,ベビーカー貸出,ベビーカー利用,URL,画像,画像ライセンス,備考
372081,1000010248,香川県三豊市,山本町生涯学習センター（図書館）,ヤマモトチョウショウガイガクシュウセンター（トショカン）,,,1512,0038,香川県,三豊市,山本町財田西,154,,34.12022285,133.732399,,,(0875)63-1041,,,,,7680103,,,火水木金土日,09:00,18:00,,,,,,,,,,,,,,,,,,,,,,,
372081,1000010249,香川県三豊市,山本町農村環境改善センター,ヤマモトチョウノウソンカンキョウカイゼンセンター,Yamamoto-cho farm village environment improvement center,,1110,0038,香川県,三豊市,山本町財田西,375番地,,34.11836753,133.7258325,階数,2,,,,,,7680103,,三豊市,火水木金土日,09:00,22:00,12/28～1/3は終日利用不可。,,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,,,,
372081,1000010250,香川県三豊市,山本町防災センター,ヤマモトチョウボウサイセンター,,,2299,0038,香川県,三豊市,山本町財田西,380-1,,34.11825211,133.7263349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372081,1000010251,香川県三豊市,山本町保健センター,ヤマモトチョウホケンセンター,Yamamotochyou health center,山本町保健センター,1499,0038,香川県,三豊市,山本町財田西,375番地,,34.11836753,133.7258325,,,,,kenkou@city.mitoyo.lg.jp,,,7680103,7000020372081,三豊市,月火水木金,08:30,17:15,祝日、年末年始は休館,,有,無,無,有,有,有,無,有,無,無,有,無,有,無,有,無,有,,,,
372081,1000010252,香川県三豊市,山本町老人ふれあいプラザ,ヤマモトチョウロウジンフレアイプラザ,Yamamotochou old man contact plaza,山本町老人ふれあいプラザ,1499,0038,香川県,三豊市,山本町財田西,375番地,,34.11836753,133.7258325,,,,,kenkou@city.mitoyo.lg.jp,,,7680103,7000020372081,三豊市,月火水木金,08:30,17:15,祝日、年末年始は休館,,有,無,無,無,有,有,無,有,無,無,有,無,無,無,有,無,有,,,,
372081,1000010253,香川県三豊市,山本ふれあい公園,ヤマモトフレアイコウエン,,,1103,0038,香川県,三豊市,山本町財田西,154,,34.1207919,133.7323238,,,(0875)63-1041,,,,,,,,火水木金土日,08:30,22:00,,,有,無,無,有,無,無,無,無,無,無,有,無,無,無,無,無,無,,,,
372081,1000010254,香川県三豊市,山本方面隊第３分団５部屯所,ヤマモトホウメンタイダイサンブンダンゴブトンショ,,,2299,0038,香川県,三豊市,山本町財田西,425-1,,34.11784745,133.7296171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372081,1000010255,香川県三豊市,山本方面隊第３分団４部屯所,ヤマモトホウメンタイダイサンブンダンヨンブトンショ,,,2299,0038,香川県,三豊市,山本町財田西,1111-1,,34.12111085,133.7384516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372081,1000010256,香川県三豊市,大辻団地,オオツジダンチ,,,,0039,香川県,三豊市,山本町辻,904-1,,34.11991712,133.7140863,階数,1,,,,,,7680101,,三豊市,月火水木金土日,,,,,,,,無,無,無,無,無,,,無,無,無,無,,無,無,,,,
372081,1000010257,香川県三豊市,三豊市役所山本庁舎,ミトヨシヤクショヤマモトチョウシャ,,,1304,0039,香川県,三豊市,山本町辻,333-1,,34.11791046,133.7256067,,,(0875)63-1000,,,,,7680101,,,月火水木金,08:30,17:15,土日、祝日は利用不可。また、12/29～1/3は利用不可。,,有,有,,有,有,,,,,,有,,,,,,,,,,
372081,1000010258,香川県三豊市,山本町公民館辻分館,ヤマモトチョウコウミンカンツジブンカン,,,1307,0039,香川県,三豊市,山本町辻,1374-1,,34.11391903,133.7190563,,,,,,,,7680101,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372081,1000010259,香川県三豊市,山本方面隊第１分団屯所,ヤマモトホウメンタイダイイチブンダントンショ,,,2299,0039,香川県,三豊市,山本町辻,3271-3,,34.11051894,133.7163964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
